Country name,Regional indicator,year,Ladder score
Malawi,Sub-Saharan Africa,2017,3.970000029
Malawi,Sub-Saharan Africa,2018,3.587
Malawi,Sub-Saharan Africa,2019,3.41
Malawi,Sub-Saharan Africa,2020,3.538000107
Malawi,Sub-Saharan Africa,2021,3.599999905
Malawi,Sub-Saharan Africa,2022,3.750400066
Malawi,Sub-Saharan Africa,2023,3.495199919
Malawi,Sub-Saharan Africa,2024,3.421000004
Malaysia,Southeast Asia,2015,5.77
Malaysia,Southeast Asia,2016,6.005
Malaysia,Southeast Asia,2017,6.084000111
Malaysia,Southeast Asia,2018,6.322
Malaysia,Southeast Asia,2019,5.339
Malaysia,Southeast Asia,2020,5.384300232
Malaysia,Southeast Asia,2021,5.384300232
Malaysia,Southeast Asia,2022,5.711299896
Malaysia,Southeast Asia,2023,6.012300014
Malaysia,Southeast Asia,2024,5.975200176
Mali,Sub-Saharan Africa,2015,3.995
Mali,Sub-Saharan Africa,2016,4.073
Mali,Sub-Saharan Africa,2017,4.190000057
Mali,Sub-Saharan Africa,2018,4.447
Mali,Sub-Saharan Africa,2019,4.39
Mali,Sub-Saharan Africa,2020,4.729300022
Mali,Sub-Saharan Africa,2021,4.723499775
Mali,Sub-Saharan Africa,2022,4.479000092
Mali,Sub-Saharan Africa,2023,4.197800159
Mali,Sub-Saharan Africa,2024,4.231999874
Malta,Western Europe,2015,6.302
Malta,Western Europe,2016,6.488
Malta,Western Europe,2017,6.52699995
Malta,Western Europe,2018,6.627
Malta,Western Europe,2019,6.726
Malta,Western Europe,2020,6.772799969
Malta,Western Europe,2021,6.602000237
Malta,Western Europe,2022,6.446899891
Malta,Western Europe,2023,6.299900055
Malta,Western Europe,2024,6.345799923
Mauritania,Sub-Saharan Africa,2015,4.436
Mauritania,Sub-Saharan Africa,2016,4.201
Mauritania,Sub-Saharan Africa,2017,4.291999817
Mauritania,Sub-Saharan Africa,2018,4.356
Mauritania,Sub-Saharan Africa,2019,4.49
Mauritania,Sub-Saharan Africa,2020,4.374599934
Mauritania,Sub-Saharan Africa,2021,4.227399826
Mauritania,Sub-Saharan Africa,2022,4.152599812
Mauritania,Sub-Saharan Africa,2023,4.723899841
Mauritania,Sub-Saharan Africa,2024,4.505099773
Mauritius,Sub-Saharan Africa,2015,5.477
Mauritius,Sub-Saharan Africa,2016,5.648
Mauritius,Sub-Saharan Africa,2017,5.629000187
Mauritius,Sub-Saharan Africa,2018,5.891
Mauritius,Sub-Saharan Africa,2019,5.888
Mauritius,Sub-Saharan Africa,2020,6.101299763
Mauritius,Sub-Saharan Africa,2021,6.048999786
Mauritius,Sub-Saharan Africa,2022,6.071100235
Mauritius,Sub-Saharan Africa,2023,5.902299881
Mauritius,Sub-Saharan Africa,2024,5.816400051
Mexico,Latin America and Caribbean,2015,7.187
Mexico,Latin America and Caribbean,2016,6.778
Mexico,Latin America and Caribbean,2017,6.578000069
Mexico,Latin America and Caribbean,2018,6.488
Mexico,Latin America and Caribbean,2019,6.595
Mexico,Latin America and Caribbean,2020,6.465000153
Mexico,Latin America and Caribbean,2021,6.316800117
Mexico,Latin America and Caribbean,2022,6.127600193
Mexico,Latin America and Caribbean,2023,6.329500198
Mexico,Latin America and Caribbean,2024,6.677999973
Moldova,Commonwealth of Independent States,2015,5.889
Moldova,Commonwealth of Independent States,2016,5.897
Moldova,Commonwealth of Independent States,2017,5.837999821
Moldova,Commonwealth of Independent States,2018,5.64
Moldova,Commonwealth of Independent States,2019,5.529
Moldova,Commonwealth of Independent States,2020,5.607500076
Moldova,Commonwealth of Independent States,2021,5.76639986
Moldova,Commonwealth of Independent States,2022,5.856800079
Moldova,Commonwealth of Independent States,2023,5.819200039
Moldova,Commonwealth of Independent States,2024,5.815899849
Mongolia,East Asia,2015,4.874
Mongolia,East Asia,2016,4.907
Mongolia,East Asia,2017,4.954999924
Mongolia,East Asia,2018,5.125
Mongolia,East Asia,2019,5.285
Mongolia,East Asia,2020,5.456200123
Mongolia,East Asia,2021,5.677199841
Mongolia,East Asia,2022,5.760700226
Mongolia,East Asia,2023,5.840199947
Mongolia,East Asia,2024,5.696199894
Montenegro,Central and Eastern Europe,2015,5.192
Montenegro,Central and Eastern Europe,2016,5.161
Montenegro,Central and Eastern Europe,2017,5.236999989
Montenegro,Central and Eastern Europe,2018,5.347
Montenegro,Central and Eastern Europe,2019,5.523
Montenegro,Central and Eastern Europe,2020,5.54610014
Montenegro,Central and Eastern Europe,2021,5.580500126
Montenegro,Central and Eastern Europe,2022,5.546800137
Montenegro,Central and Eastern Europe,2023,5.722199917
Montenegro,Central and Eastern Europe,2024,5.706999779
Morocco,Middle East and North Africa,2015,5.013
Morocco,Middle East and North Africa,2016,5.151
Morocco,Middle East and North Africa,2017,5.235000134
Morocco,Middle East and North Africa,2018,5.254
Morocco,Middle East and North Africa,2019,5.208
Morocco,Middle East and North Africa,2020,5.094799995
Morocco,Middle East and North Africa,2021,4.918000221
Morocco,Middle East and North Africa,2022,5.059899807
Morocco,Middle East and North Africa,2023,4.902800083
Morocco,Middle East and North Africa,2024,4.794700146
Mozambique,Sub-Saharan Africa,2015,4.971
Mozambique,Sub-Saharan Africa,2017,4.550000191
Mozambique,Sub-Saharan Africa,2018,4.417
Mozambique,Sub-Saharan Africa,2019,4.466
Mozambique,Sub-Saharan Africa,2020,4.623600006
Mozambique,Sub-Saharan Africa,2021,4.794499874
Mozambique,Sub-Saharan Africa,2022,5.048299789
Mozambique,Sub-Saharan Africa,2023,4.953999996
Mozambique,Sub-Saharan Africa,2024,5.216400146
Myanmar,Southeast Asia,2015,4.307
Myanmar,Southeast Asia,2016,4.395
Myanmar,Southeast Asia,2017,4.545000076
Myanmar,Southeast Asia,2018,4.308
Myanmar,Southeast Asia,2019,4.36
Myanmar,Southeast Asia,2020,4.308000088
Myanmar,Southeast Asia,2021,4.425799847
Myanmar,Southeast Asia,2022,4.394199848
Myanmar,Southeast Asia,2023,4.372499943
Myanmar,Southeast Asia,2024,4.354499817
Namibia,Sub-Saharan Africa,2016,4.574
Namibia,Sub-Saharan Africa,2017,4.573999882
Namibia,Sub-Saharan Africa,2018,4.441
Namibia,Sub-Saharan Africa,2019,4.639
Namibia,Sub-Saharan Africa,2020,4.571100235
Namibia,Sub-Saharan Africa,2021,4.574100018
Namibia,Sub-Saharan Africa,2022,4.459400177
Namibia,Sub-Saharan Africa,2023,4.63079977
Namibia,Sub-Saharan Africa,2024,4.831699848
Nepal,South Asia,2015,4.514
Nepal,South Asia,2016,4.793
Nepal,South Asia,2017,4.961999893
Nepal,South Asia,2018,4.88
Nepal,South Asia,2019,4.913
Nepal,South Asia,2020,5.137199879
Nepal,South Asia,2021,5.268899918
Nepal,South Asia,2022,5.37650013
Nepal,South Asia,2023,5.360300064
Nepal,South Asia,2024,5.158400059
Netherlands,Western Europe,2015,7.378
Netherlands,Western Europe,2016,7.339
Netherlands,Western Europe,2017,7.376999855
Netherlands,Western Europe,2018,7.441
Netherlands,Western Europe,2019,7.488
Netherlands,Western Europe,2020,7.448900223
Netherlands,Western Europe,2021,7.464000225
Netherlands,Western Europe,2022,7.414899826
Netherlands,Western Europe,2023,7.402999878
Netherlands,Western Europe,2024,7.319399834
New Zealand,North America and ANZ,2015,7.286
New Zealand,North America and ANZ,2016,7.334
New Zealand,North America and ANZ,2017,7.31400013
New Zealand,North America and ANZ,2018,7.324
New Zealand,North America and ANZ,2019,7.307
New Zealand,North America and ANZ,2020,7.299600124
New Zealand,North America and ANZ,2021,7.276599884
New Zealand,North America and ANZ,2022,7.199800014
New Zealand,North America and ANZ,2023,7.122900009
New Zealand,North America and ANZ,2024,7.029200077
Nicaragua,Latin America and Caribbean,2015,5.828
Nicaragua,Latin America and Caribbean,2016,5.992
Nicaragua,Latin America and Caribbean,2017,6.071000099
Nicaragua,Latin America and Caribbean,2018,6.141
Nicaragua,Latin America and Caribbean,2019,6.105
Nicaragua,Latin America and Caribbean,2020,6.13710022
Nicaragua,Latin America and Caribbean,2021,5.972099781
Nicaragua,Latin America and Caribbean,2022,6.164599895
Nicaragua,Latin America and Caribbean,2023,6.25880003
Nicaragua,Latin America and Caribbean,2024,6.283899784
Niger,Sub-Saharan Africa,2015,3.845
Niger,Sub-Saharan Africa,2016,3.856
Niger,Sub-Saharan Africa,2017,4.027999878
Niger,Sub-Saharan Africa,2018,4.166
Niger,Sub-Saharan Africa,2019,4.628
Niger,Sub-Saharan Africa,2020,4.909599781
Niger,Sub-Saharan Africa,2021,5.074100018
Niger,Sub-Saharan Africa,2022,5.003499985
Niger,Sub-Saharan Africa,2023,4.501299858
Niger,Sub-Saharan Africa,2024,4.556300163
Nigeria,Sub-Saharan Africa,2015,5.268
Nigeria,Sub-Saharan Africa,2016,4.875
Nigeria,Sub-Saharan Africa,2017,5.073999882
Nigeria,Sub-Saharan Africa,2018,5.155
Nigeria,Sub-Saharan Africa,2019,5.265
Nigeria,Sub-Saharan Africa,2020,4.724100113
Nigeria,Sub-Saharan Africa,2021,4.759300232
Nigeria,Sub-Saharan Africa,2022,4.552000046
Nigeria,Sub-Saharan Africa,2023,4.98059988
Nigeria,Sub-Saharan Africa,2024,4.88079977
North Macedonia,Central and Eastern Europe,2019,5.274
North Macedonia,Central and Eastern Europe,2020,5.159800053
North Macedonia,Central and Eastern Europe,2021,5.101200104
North Macedonia,Central and Eastern Europe,2022,5.198999882
North Macedonia,Central and Eastern Europe,2023,5.253600121
North Macedonia,Central and Eastern Europe,2024,5.369100094
Norway,Western Europe,2015,7.522
Norway,Western Europe,2016,7.498
Norway,Western Europe,2017,7.537000179
Norway,Western Europe,2018,7.594
Norway,Western Europe,2019,7.554
Norway,Western Europe,2020,7.487999916
Norway,Western Europe,2021,7.392499924
Norway,Western Europe,2022,7.365099907
Norway,Western Europe,2023,7.315499783
Norway,Western Europe,2024,7.301700115
Pakistan,South Asia,2015,5.194
Pakistan,South Asia,2016,5.132
Pakistan,South Asia,2017,5.269000053
Pakistan,South Asia,2018,5.472
Pakistan,South Asia,2019,5.653
Pakistan,South Asia,2020,5.69329977
Pakistan,South Asia,2021,4.934000015
Pakistan,South Asia,2022,4.515799999
Pakistan,South Asia,2023,4.555399895
Pakistan,South Asia,2024,4.656700134
Panama,Latin America and Caribbean,2015,6.786
Panama,Latin America and Caribbean,2016,6.701
Panama,Latin America and Caribbean,2017,6.452000141
Panama,Latin America and Caribbean,2018,6.43
Panama,Latin America and Caribbean,2019,6.321
Panama,Latin America and Caribbean,2020,6.304800034
Panama,Latin America and Caribbean,2021,6.179599762
Panama,Latin America and Caribbean,2022,6.309100151
Panama,Latin America and Caribbean,2023,6.264500141
Panama,Latin America and Caribbean,2024,6.358200073
Paraguay,Latin America and Caribbean,2015,5.878
Paraguay,Latin America and Caribbean,2016,5.538
Paraguay,Latin America and Caribbean,2017,5.493000031
Paraguay,Latin America and Caribbean,2018,5.681
Paraguay,Latin America and Caribbean,2019,5.743
Paraguay,Latin America and Caribbean,2020,5.692100048
Paraguay,Latin America and Caribbean,2021,5.652599812
Paraguay,Latin America and Caribbean,2022,5.578299999
Paraguay,Latin America and Caribbean,2023,5.737800121
Paraguay,Latin America and Caribbean,2024,5.976500034
Peru,Latin America and Caribbean,2015,5.824
Peru,Latin America and Caribbean,2016,5.743
Peru,Latin America and Caribbean,2017,5.715000153
Peru,Latin America and Caribbean,2018,5.663
Peru,Latin America and Caribbean,2019,5.697
Peru,Latin America and Caribbean,2020,5.796800137
Peru,Latin America and Caribbean,2021,5.839600086
Peru,Latin America and Caribbean,2022,5.559100151
Peru,Latin America and Caribbean,2023,5.525899887
Peru,Latin America and Caribbean,2024,5.840899944
Philippines,Southeast Asia,2015,5.073
Philippines,Southeast Asia,2016,5.279
Philippines,Southeast Asia,2017,5.429999828
Philippines,Southeast Asia,2018,5.524
Philippines,Southeast Asia,2019,5.631
Philippines,Southeast Asia,2020,6.006000042
Philippines,Southeast Asia,2021,5.880199909
Philippines,Southeast Asia,2022,5.903600216
Philippines,Southeast Asia,2023,5.522900105
Philippines,Southeast Asia,2024,6.047599792
Poland,Central and Eastern Europe,2015,5.791
Poland,Central and Eastern Europe,2016,5.835
Poland,Central and Eastern Europe,2017,5.97300005
Poland,Central and Eastern Europe,2018,6.123
Poland,Central and Eastern Europe,2019,6.182
Poland,Central and Eastern Europe,2020,6.186299801
Poland,Central and Eastern Europe,2021,6.166100025
Poland,Central and Eastern Europe,2022,6.122799873
Poland,Central and Eastern Europe,2023,6.259699821
Poland,Central and Eastern Europe,2024,6.441500187
Portugal,Western Europe,2015,5.102
Portugal,Western Europe,2016,5.123
Portugal,Western Europe,2017,5.195000172
Portugal,Western Europe,2018,5.41
Portugal,Western Europe,2019,5.693
Portugal,Western Europe,2020,5.910900116
Portugal,Western Europe,2021,5.928999901
Portugal,Western Europe,2022,6.016300201
Portugal,Western Europe,2023,5.967999935
Portugal,Western Europe,2024,6.029600143
Romania,Central and Eastern Europe,2015,5.124
Romania,Central and Eastern Europe,2016,5.528
Romania,Central and Eastern Europe,2017,5.824999809
Romania,Central and Eastern Europe,2018,5.945
Romania,Central and Eastern Europe,2019,6.07
Romania,Central and Eastern Europe,2020,6.123700142
Romania,Central and Eastern Europe,2021,6.139999866
Romania,Central and Eastern Europe,2022,6.477000237
Romania,Central and Eastern Europe,2023,6.589099884
Romania,Central and Eastern Europe,2024,6.49119997
Russia,Commonwealth of Independent States,2015,5.716
Russia,Commonwealth of Independent States,2016,5.856
Russia,Commonwealth of Independent States,2017,5.962999821
Russia,Commonwealth of Independent States,2018,5.81
Russia,Commonwealth of Independent States,2019,5.648
Russia,Commonwealth of Independent States,2020,5.546000004
Russia,Commonwealth of Independent States,2021,5.477200031
Russia,Commonwealth of Independent States,2022,5.458600044
Russia,Commonwealth of Independent States,2023,5.660699844
Russia,Commonwealth of Independent States,2024,5.785299778
Saudi Arabia,Middle East and North Africa,2015,6.411
Saudi Arabia,Middle East and North Africa,2016,6.379
Saudi Arabia,Middle East and North Africa,2017,6.343999863
Saudi Arabia,Middle East and North Africa,2018,6.371
Saudi Arabia,Middle East and North Africa,2019,6.375
Saudi Arabia,Middle East and North Africa,2020,6.406499863
Saudi Arabia,Middle East and North Africa,2021,6.493999958
Saudi Arabia,Middle East and North Africa,2022,6.522799969
Saudi Arabia,Middle East and North Africa,2023,6.462600231
Saudi Arabia,Middle East and North Africa,2024,6.593500137
Senegal,Sub-Saharan Africa,2015,3.904
Senegal,Sub-Saharan Africa,2016,4.219
Senegal,Sub-Saharan Africa,2017,4.534999847
Senegal,Sub-Saharan Africa,2018,4.631
Senegal,Sub-Saharan Africa,2019,4.681
Senegal,Sub-Saharan Africa,2020,4.980800152
Senegal,Sub-Saharan Africa,2021,5.131800175
Senegal,Sub-Saharan Africa,2022,5.04610014
Senegal,Sub-Saharan Africa,2023,4.855100155
Senegal,Sub-Saharan Africa,2024,4.968599796
Serbia,Central and Eastern Europe,2015,5.123
Serbia,Central and Eastern Europe,2016,5.177
Serbia,Central and Eastern Europe,2017,5.394999981
Serbia,Central and Eastern Europe,2018,5.398
Serbia,Central and Eastern Europe,2019,5.603
Serbia,Central and Eastern Europe,2020,5.77820015
Serbia,Central and Eastern Europe,2021,6.077899933
Serbia,Central and Eastern Europe,2022,6.177999973
Serbia,Central and Eastern Europe,2023,6.143599987
Serbia,Central and Eastern Europe,2024,6.41079998
Sierra Leone,Sub-Saharan Africa,2015,4.507
Sierra Leone,Sub-Saharan Africa,2016,4.635
Sierra Leone,Sub-Saharan Africa,2017,4.709000111
Sierra Leone,Sub-Saharan Africa,2018,4.571
Sierra Leone,Sub-Saharan Africa,2019,4.374
Sierra Leone,Sub-Saharan Africa,2020,3.926399946
Sierra Leone,Sub-Saharan Africa,2021,3.849400043
Sierra Leone,Sub-Saharan Africa,2022,3.573999882
Sierra Leone,Sub-Saharan Africa,2023,3.137599945
Sierra Leone,Sub-Saharan Africa,2024,3.245199919
Singapore,Southeast Asia,2015,6.798
Singapore,Southeast Asia,2016,6.739
Singapore,Southeast Asia,2017,6.572000027
Singapore,Southeast Asia,2018,6.343
Singapore,Southeast Asia,2019,6.262
Singapore,Southeast Asia,2020,6.377099991
Singapore,Southeast Asia,2021,6.37650013
Singapore,Southeast Asia,2022,6.480199814
Singapore,Southeast Asia,2023,6.586699963
Singapore,Southeast Asia,2024,6.522799969
Slovak Rep.,Central and Eastern Europe,2015,5.995
Slovak Rep.,Central and Eastern Europe,2016,6.078
Slovak Rep.,Central and Eastern Europe,2017,6.09800005
Slovak Rep.,Central and Eastern Europe,2018,6.173
Slovak Rep.,Central and Eastern Europe,2019,6.198
Slovak Rep.,Central and Eastern Europe,2020,6.280600071
Slovak Rep.,Central and Eastern Europe,2021,6.330900192
Slovak Rep.,Central and Eastern Europe,2022,6.390699863
Slovak Rep.,Central and Eastern Europe,2023,6.468599796
Slovak Rep.,Central and Eastern Europe,2024,6.257100105
Slovenia,Central and Eastern Europe,2015,5.848
Slovenia,Central and Eastern Europe,2016,5.768
Slovenia,Central and Eastern Europe,2017,5.757999897
Slovenia,Central and Eastern Europe,2018,5.948
Slovenia,Central and Eastern Europe,2019,6.118
Slovenia,Central and Eastern Europe,2020,6.363399982
Slovenia,Central and Eastern Europe,2021,6.460700035
Slovenia,Central and Eastern Europe,2022,6.630099773
Slovenia,Central and Eastern Europe,2023,6.64989996
Slovenia,Central and Eastern Europe,2024,6.743299961
South Africa,Sub-Saharan Africa,2015,4.642
South Africa,Sub-Saharan Africa,2016,4.459
South Africa,Sub-Saharan Africa,2017,4.828999996
South Africa,Sub-Saharan Africa,2018,4.724
South Africa,Sub-Saharan Africa,2019,4.722
South Africa,Sub-Saharan Africa,2020,4.814099789
South Africa,Sub-Saharan Africa,2021,4.956399918
South Africa,Sub-Saharan Africa,2022,5.193900108
South Africa,Sub-Saharan Africa,2023,5.274600029
South Africa,Sub-Saharan Africa,2024,5.421999931
Spain,Western Europe,2015,6.329
Spain,Western Europe,2016,6.361
Spain,Western Europe,2017,6.402999878
Spain,Western Europe,2018,6.31
Spain,Western Europe,2019,6.354
Spain,Western Europe,2020,6.400899887
Spain,Western Europe,2021,6.490699768
Spain,Western Europe,2022,6.476299763
Spain,Western Europe,2023,6.436200142
Spain,Western Europe,2024,6.420899868
Sri Lanka,South Asia,2015,4.271
Sri Lanka,South Asia,2016,4.415
Sri Lanka,South Asia,2017,4.440000057
Sri Lanka,South Asia,2018,4.471
Sri Lanka,South Asia,2019,4.366
Sri Lanka,South Asia,2020,4.327000141
Sri Lanka,South Asia,2021,4.324999809
Sri Lanka,South Asia,2022,4.362199783
Sri Lanka,South Asia,2023,4.441599846
Sri Lanka,South Asia,2024,3.898099899
Sweden,Western Europe,2015,7.364
Sweden,Western Europe,2016,7.291
Sweden,Western Europe,2017,7.28399992
Sweden,Western Europe,2018,7.314
Sweden,Western Europe,2019,7.343
Sweden,Western Europe,2020,7.353499889
Sweden,Western Europe,2021,7.362699986
Sweden,Western Europe,2022,7.384300232
Sweden,Western Europe,2023,7.395199776
Sweden,Western Europe,2024,7.344099998
Switzerland,Western Europe,2015,7.587
Switzerland,Western Europe,2016,7.509
Switzerland,Western Europe,2017,7.493999958
Switzerland,Western Europe,2018,7.487
Switzerland,Western Europe,2019,7.48
Switzerland,Western Europe,2020,7.559899807
Switzerland,Western Europe,2021,7.571499825
Switzerland,Western Europe,2022,7.511600018
Switzerland,Western Europe,2023,7.240099907
Switzerland,Western Europe,2024,7.060200214
Taiwan Province of China,East Asia,2017,6.421999931
Taiwan Province of China,East Asia,2020,6.45539999
Taiwan Province of China,East Asia,2021,6.584400177
Taiwan Province of China,East Asia,2022,6.512499809
Taiwan Province of China,East Asia,2023,6.535399914
Taiwan Province of China,East Asia,2024,6.503499985
Tanzania,Sub-Saharan Africa,2015,3.781
Tanzania,Sub-Saharan Africa,2016,3.666
Tanzania,Sub-Saharan Africa,2017,3.348999977
Tanzania,Sub-Saharan Africa,2018,3.303
Tanzania,Sub-Saharan Africa,2019,3.231
Tanzania,Sub-Saharan Africa,2020,3.476200104
Tanzania,Sub-Saharan Africa,2021,3.62319994
Tanzania,Sub-Saharan Africa,2022,3.702399969
Tanzania,Sub-Saharan Africa,2023,3.693799973
Tanzania,Sub-Saharan Africa,2024,3.780600071
Thailand,Southeast Asia,2015,6.455
Thailand,Southeast Asia,2016,6.474
Thailand,Southeast Asia,2017,6.423999786
Thailand,Southeast Asia,2018,6.072
Thailand,Southeast Asia,2019,6.008
Thailand,Southeast Asia,2020,5.998799801
Thailand,Southeast Asia,2021,5.984700203
Thailand,Southeast Asia,2022,5.891200066
Thailand,Southeast Asia,2023,5.842999935
Thailand,Southeast Asia,2024,5.976099968
Togo,Sub-Saharan Africa,2015,2.839
Togo,Sub-Saharan Africa,2016,3.303
Togo,Sub-Saharan Africa,2017,3.494999886
Togo,Sub-Saharan Africa,2018,3.999
Togo,Sub-Saharan Africa,2019,4.085
Togo,Sub-Saharan Africa,2020,4.187200069
Togo,Sub-Saharan Africa,2021,4.106800079
Togo,Sub-Saharan Africa,2022,4.112299919
Togo,Sub-Saharan Africa,2023,4.13740015
Togo,Sub-Saharan Africa,2024,4.214099884
Tunisia,Middle East and North Africa,2015,4.739
Tunisia,Middle East and North Africa,2016,5.045
Tunisia,Middle East and North Africa,2017,4.804999828
Tunisia,Middle East and North Africa,2018,4.592
Tunisia,Middle East and North Africa,2019,4.461
Tunisia,Middle East and North Africa,2020,4.392199993
Tunisia,Middle East and North Africa,2021,4.59649992
Tunisia,Middle East and North Africa,2022,4.515999794
Tunisia,Middle East and North Africa,2023,4.49669981
Tunisia,Middle East and North Africa,2024,4.421800137
Turkiye,Middle East and North Africa,2020,5.131800175
Turkiye,Middle East and North Africa,2021,4.947599888
Turkiye,Middle East and North Africa,2022,4.74420023
Turkiye,Middle East and North Africa,2023,4.613500118
Turkiye,Middle East and North Africa,2024,4.975299835
Uganda,Sub-Saharan Africa,2015,3.931
Uganda,Sub-Saharan Africa,2016,3.739
Uganda,Sub-Saharan Africa,2017,4.080999851
Uganda,Sub-Saharan Africa,2018,4.161
Uganda,Sub-Saharan Africa,2019,4.189
Uganda,Sub-Saharan Africa,2020,4.43200016
Uganda,Sub-Saharan Africa,2021,4.636499882
Uganda,Sub-Saharan Africa,2022,4.602600098
Uganda,Sub-Saharan Africa,2023,4.432499886
Uganda,Sub-Saharan Africa,2024,4.37169981
Ukraine,Commonwealth of Independent States,2015,4.681
Ukraine,Commonwealth of Independent States,2016,4.324
Ukraine,Commonwealth of Independent States,2017,4.096000195
Ukraine,Commonwealth of Independent States,2018,4.103
Ukraine,Commonwealth of Independent States,2019,4.332
Ukraine,Commonwealth of Independent States,2020,4.56069994
Ukraine,Commonwealth of Independent States,2021,4.874800205
Ukraine,Commonwealth of Independent States,2022,5.08409977
Ukraine,Commonwealth of Independent States,2023,5.071400166
Ukraine,Commonwealth of Independent States,2024,4.873000145
United Arab Emirates,Middle East and North Africa,2015,6.901
United Arab Emirates,Middle East and North Africa,2016,6.573
United Arab Emirates,Middle East and North Africa,2017,6.647999763
United Arab Emirates,Middle East and North Africa,2018,6.774
United Arab Emirates,Middle East and North Africa,2019,6.825
United Arab Emirates,Middle East and North Africa,2020,6.790800095
United Arab Emirates,Middle East and North Africa,2021,6.560500145
United Arab Emirates,Middle East and North Africa,2022,6.576000214
United Arab Emirates,Middle East and North Africa,2023,6.571199894
United Arab Emirates,Middle East and North Africa,2024,6.733099937
United Kingdom,Western Europe,2015,6.867
United Kingdom,Western Europe,2016,6.725
United Kingdom,Western Europe,2017,6.714000225
United Kingdom,Western Europe,2018,7.19
United Kingdom,Western Europe,2019,7.054
United Kingdom,Western Europe,2020,7.164500237
United Kingdom,Western Europe,2021,7.063600063
United Kingdom,Western Europe,2022,6.942500114
United Kingdom,Western Europe,2023,6.795599937
United Kingdom,Western Europe,2024,6.749000072
United States,North America and ANZ,2015,7.119
United States,North America and ANZ,2016,7.104
United States,North America and ANZ,2017,6.993000031
United States,North America and ANZ,2018,6.886
United States,North America and ANZ,2019,6.892
United States,North America and ANZ,2020,6.939599991
United States,North America and ANZ,2021,6.951499939
United States,North America and ANZ,2022,6.976799965
United States,North America and ANZ,2023,6.893700123
United States,North America and ANZ,2024,6.72480011
Uruguay,Latin America and Caribbean,2015,6.485
Uruguay,Latin America and Caribbean,2016,6.545
Uruguay,Latin America and Caribbean,2017,6.453999996
Uruguay,Latin America and Caribbean,2018,6.379
Uruguay,Latin America and Caribbean,2019,6.293
Uruguay,Latin America and Caribbean,2020,6.440100193
Uruguay,Latin America and Caribbean,2021,6.431399822
Uruguay,Latin America and Caribbean,2022,6.473599911
Uruguay,Latin America and Caribbean,2023,6.493899822
Uruguay,Latin America and Caribbean,2024,6.611499786
Uzbekistan,Commonwealth of Independent States,2015,6.003
Uzbekistan,Commonwealth of Independent States,2016,5.987
Uzbekistan,Commonwealth of Independent States,2017,5.971000195
Uzbekistan,Commonwealth of Independent States,2018,6.096
Uzbekistan,Commonwealth of Independent States,2019,6.174
Uzbekistan,Commonwealth of Independent States,2020,6.257599831
Uzbekistan,Commonwealth of Independent States,2021,6.178800106
Uzbekistan,Commonwealth of Independent States,2022,6.062699795
Uzbekistan,Commonwealth of Independent States,2023,6.01429987
Uzbekistan,Commonwealth of Independent States,2024,6.195000172
Venezuela,Latin America and Caribbean,2015,6.81
Venezuela,Latin America and Caribbean,2016,6.084
Venezuela,Latin America and Caribbean,2017,5.25
Venezuela,Latin America and Caribbean,2018,4.806
Venezuela,Latin America and Caribbean,2019,4.707
Venezuela,Latin America and Caribbean,2020,5.053199768
Venezuela,Latin America and Caribbean,2021,4.892199993
Venezuela,Latin America and Caribbean,2022,4.925499916
Venezuela,Latin America and Caribbean,2023,5.210599899
Venezuela,Latin America and Caribbean,2024,5.606699944
Vietnam,Southeast Asia,2015,5.36
Vietnam,Southeast Asia,2016,5.061
Vietnam,Southeast Asia,2017,5.073999882
Vietnam,Southeast Asia,2018,5.103
Vietnam,Southeast Asia,2019,5.175
Vietnam,Southeast Asia,2020,5.353499889
Vietnam,Southeast Asia,2021,5.41079998
Vietnam,Southeast Asia,2022,5.485000134
Vietnam,Southeast Asia,2023,5.763299942
Vietnam,Southeast Asia,2024,6.043000221
Zambia,Sub-Saharan Africa,2015,5.129
Zambia,Sub-Saharan Africa,2016,4.795
Zambia,Sub-Saharan Africa,2017,4.513999939
Zambia,Sub-Saharan Africa,2018,4.377
Zambia,Sub-Saharan Africa,2019,4.107
Zambia,Sub-Saharan Africa,2020,3.759399891
Zambia,Sub-Saharan Africa,2021,4.073400021
Zambia,Sub-Saharan Africa,2022,3.759799957
Zambia,Sub-Saharan Africa,2023,3.982199907
Zambia,Sub-Saharan Africa,2024,3.502399921
Zimbabwe,Sub-Saharan Africa,2015,4.61
Zimbabwe,Sub-Saharan Africa,2016,4.193
Zimbabwe,Sub-Saharan Africa,2017,3.875
Zimbabwe,Sub-Saharan Africa,2018,3.692
Zimbabwe,Sub-Saharan Africa,2019,3.663
Zimbabwe,Sub-Saharan Africa,2020,3.299200058
Zimbabwe,Sub-Saharan Africa,2021,3.144799948
Zimbabwe,Sub-Saharan Africa,2022,2.995100021
Zimbabwe,Sub-Saharan Africa,2023,3.203500032
Zimbabwe,Sub-Saharan Africa,2024,3.341099977
