Country name,Regional indicator,year,Ladder score,worked hour,Total,Male,Female,GDP,GDP Growth (%),Gender wage gap
Finland,Western Europe,2020,7.808700085,1530,69.99878,71.67377,68.27613,2.47E+11,-2.49103621,15.97860496
Finland,Western Europe,2021,7.842100143,1528,72.69193,73.63541,71.71642,2.54E+11,2.734713486,15.34078693
Finland,Western Europe,2022,7.821000099,1514,74.52251,74.81213,74.22216,2.58E+11,1.450048073,17.51685939
Finland,Western Europe,2023,7.804200172,1499,74.633,74.50602,74.76511,2.55E+11,-1.163962815,16.13188493
France,Western Europe,2015,6.575,1519,64.80392,67.39877,62.31011,2.44E+12,1.066754735,
France,Western Europe,2016,6.478,1522,65.11104,67.85537,62.47522,2.46E+12,0.860031082,
France,Western Europe,2017,6.441999912,1508,65.55292,68.72855,62.50399,2.51E+12,2.083614851,
France,Western Europe,2018,6.489,1514,66.25162,69.13853,63.48074,2.56E+12,1.645908729,11.82380216
France,Western Europe,2019,6.592,1518,66.13641,68.8052,63.57481,2.61E+12,2.027446476,12.07344144
France,Western Europe,2020,6.663799763,1400,65.40379,67.88059,63.02749,2.41E+12,-7.44064593,11.7649272
France,Western Europe,2021,6.689899921,1475,67.10606,70.01813,64.31276,2.58E+12,6.882337866,11.55821121
France,Western Europe,2022,6.686699867,1501,68.07584,70.83448,65.42323,2.65E+12,2.570840474,5.346153846
France,Western Europe,2023,6.661300182,1500,68.53591,70.94135,66.21981,2.67E+12,0.936487503,
Germany,Western Europe,2015,6.75,1401,72.87457,76.77691,68.90658,3.42E+12,1.652719772,15.81632653
Germany,Western Europe,2016,6.994,1395.6,73.8082,77.43737,70.06751,3.5E+12,2.294710677,15.51071879
Germany,Western Europe,2017,6.951000214,1389.1,74.4034,78.06524,70.61819,3.6E+12,2.716024519,14.4278607
Germany,Western Europe,2018,6.965,1380.7,75.05359,78.78252,71.23218,3.64E+12,1.116443109,15.71428571
Germany,Western Europe,2019,6.985,1373.1,75.63382,79.16279,72.01705,3.67E+12,0.987893349,14.35185185
Germany,Western Europe,2020,7.075799942,1315.9,74.15275,77.45553,70.76007,3.52E+12,-4.095137491,12.06257347
Germany,Western Europe,2021,7.154500008,1347.6,75.28163,78.94561,71.52045,3.65E+12,3.669999862,13.47505423
Germany,Western Europe,2022,7.034100056,1346.8,76.78179,80.46468,73.01642,3.7E+12,1.369731055,14.38013219
Germany,Western Europe,2023,6.891799927,1342.6,77.22735,80.72485,73.64677,3.69E+12,-0.26643841,14.24533444
Greece,Western Europe,2015,4.857,1935,51.40955,58.67304,42.23317,1.95E+11,-0.228301959,
Greece,Western Europe,2016,5.033,1943,51.8641,60.71413,42.86901,1.95E+11,-0.031795213,
Greece,Western Europe,2017,5.227000237,1947,53.49486,61.73527,43.79765,1.97E+11,1.473124985,
Greece,Western Europe,2018,5.358,1961,54.92304,63.83632,44.65784,2.01E+11,2.064672533,5.909090909
Greece,Western Europe,2019,5.287,1918,56.34245,65.18852,46.64719,2.06E+11,2.277180636,5.909090909
Greece,Western Europe,2020,5.514999866,1732,55.05078,59.51594,41.63567,1.87E+11,-9.196231471,7.952271548
Greece,Western Europe,2021,5.722599983,1854,53.8757,66.07484,47.99891,2.03E+11,8.654497853,8.143520987
Greece,Western Europe,2022,5.948200226,1886,60.31124,70.57028,51.15659,2.15E+11,5.74364919,8.597285068
Greece,Western Europe,2023,5.930900097,1897,61.30083,71.05322,53.0167,2.2E+11,2.332123883,9.694999863
Hungary,Central and Eastern Europe,2015,4.8,1743,64.32932,70.67867,58.13907,1.25E+11,3.707315979,9.523809524
Hungary,Central and Eastern Europe,2016,5.145,1755,66.79115,73.16221,60.54822,1.28E+11,2.201001893,9.364317181
Hungary,Central and Eastern Europe,2017,5.323999882,1751,68.47628,75.56091,61.51176,1.33E+11,4.271976016,5.320268655
Hungary,Central and Eastern Europe,2018,5.62,1737,69.58697,76.59935,62.58296,1.41E+11,5.362348362,5.063214286
Hungary,Central and Eastern Europe,2019,5.758,1729,70.23779,77.34474,63.08817,1.47E+11,4.864225735,12.7536732
Hungary,Central and Eastern Europe,2020,6.000400066,1653,69.20791,76.65257,61.70463,1.41E+11,-4.487046048,12.35001644
Hungary,Central and Eastern Europe,2021,5.991600037,1682,73.15546,78.11646,68.14072,1.51E+11,7.06122061,13.07661411
Hungary,Central and Eastern Europe,2022,6.08589983,1691,74.42796,79.01891,69.79737,1.58E+11,4.583407673,13.33555556
Hungary,Central and Eastern Europe,2023,6.041200161,1679,74.83332,79.11334,70.49541,1.56E+11,-0.907685956,14.24116105
Iceland,Western Europe,2015,7.561,1511,84.9536,87.99194,81.85702,17517210510,4.436663719,
Iceland,Western Europe,2016,7.501,1520,86.93053,89.85617,83.89719,18621440660,6.303687107,
Iceland,Western Europe,2017,7.504000187,1507,85.3623,87.58791,82.99738,19402600560,4.194948829,
Iceland,Western Europe,2018,7.495,1496,85.42886,87.82458,82.86189,20351227270,4.889172995,12.90124719
Iceland,Western Europe,2019,7.494,1480,83.02212,85.21516,80.68661,20729999820,1.861177943,13.27519638
Iceland,Western Europe,2020,7.504499912,1464,79.8522,82.42751,80.74393,19291243910,-6.940453095,11.40545041
Iceland,Western Europe,2021,7.553899765,1459,78.96736,81.68564,74.1225,20304846330,5.254209753,9.722679041
Iceland,Western Europe,2022,7.557499886,1459,83.58802,85.64344,80.21107,22130761180,8.992507613,10.1924176
Iceland,Western Europe,2023,7.529600143,1448,84.24085,85.97518,80.83541,23245527330,5.03717944,
Ireland,Western Europe,2015,6.94,1682,65.24232,70.37261,59.38625,3.02E+11,24.61556998,
Ireland,Western Europe,2016,6.907,1704,66.91659,72.18188,61.36779,3.06E+11,1.22263861,
Ireland,Western Europe,2017,6.977000237,1727,67.99911,72.98679,62.1553,3.37E+11,10.04962854,
Ireland,Western Europe,2018,6.977,1742,68.79562,74.07077,63.24559,3.62E+11,7.544341908,8.284023669
Ireland,Western Europe,2019,7.021,1742,69.58775,74.86758,63.62249,3.81E+11,5.040550288,2.781468686
Ireland,Western Europe,2020,7.093699932,1620,69.6548,69.94077,58.08068,4.08E+11,7.157898831,5.227561357
Ireland,Western Europe,2021,7.085299969,1627,66.01393,73.83398,64.44733,4.74E+11,16.25561324,7.47080145
Ireland,Western Europe,2022,7.040800095,1657,73.26295,78.73058,68.81522,5.15E+11,8.619503552,8.268871699
Ireland,Western Europe,2023,6.91079998,1633,73.93359,78.30282,70.46781,4.86E+11,-5.530007361,11.8086809
Israel,Middle East and North Africa,2015,7.278,1894,68.52558,72.21677,64.86387,3.03E+11,2.313510735,20.43918919
Israel,Middle East and North Africa,2016,7.267,1919,68.70886,72.21449,65.21725,3.16E+11,4.367283642,21.59333204
Israel,Middle East and North Africa,2017,7.212999821,1918,69.11559,72.57602,65.67165,3.29E+11,4.273421788,21.79178994
Israel,Middle East and North Africa,2018,6.814,1911,69.03897,71.48927,66.61183,3.43E+11,4.074476006,22.65919243
Israel,Middle East and North Africa,2019,7.139,1895,68.78863,71.42741,66.15555,3.56E+11,3.785141452,24.31886983
Israel,Middle East and North Africa,2020,7.128600121,1778,65.8316,69.02699,64.4203,3.51E+11,-1.464605643,21.55833333
Israel,Middle East and North Africa,2021,7.157100201,1877,68.26804,67.18084,65.72252,3.83E+11,9.343907746,25.35751381
Israel,Middle East and North Africa,2022,7.363800049,1891,69.04098,70.42381,68.23885,4.08E+11,6.470371502,20.84615385
Israel,Middle East and North Africa,2023,7.472899914,1880,68.75924,71.61022,68.65157,4.18E+11,2.42300691,
Italy,Western Europe,2015,5.948,1717,56.18124,65.46433,47.01622,1.85E+12,0.885667638,
Italy,Western Europe,2016,5.977,1722,57.11644,66.05862,48.27824,1.87E+12,1.236221107,
Italy,Western Europe,2017,5.964000225,1719,57.96025,66.83443,49.16493,1.9E+12,1.603699946,
Italy,Western Europe,2018,6,1719,58.62425,67.70759,49.60294,1.91E+12,0.826646697,5.708061002
Italy,Western Europe,2019,6.223,1710,59.11784,68.00136,50.28524,1.92E+12,0.429162534,5.553895411
Italy,Western Europe,2020,6.38740015,1543,58.79956,66.24151,47.36213,1.75E+12,-8.86822121,4.768122657
Italy,Western Europe,2021,6.483099937,1686,56.68501,67.0136,48.98108,1.91E+12,8.931062066,2.452193476
Italy,Western Europe,2022,6.466700077,1726,59.50554,69.29521,51.18035,2E+12,4.661762651,4.563233377
Italy,Western Europe,2023,6.404500008,1734,61.0041,70.40902,52.39051,2.01E+12,0.697632994,4.142114255
Japan,East Asia,2015,5.987,1719,73.46207,81.9703,64.80609,4.44E+12,1.560626697,25.73179033
Japan,East Asia,2016,5.921,1714,74.65979,82.72937,66.423,4.48E+12,0.753826746,24.60128945
Japan,East Asia,2017,5.920000076,1709,75.53326,83.10636,67.80336,4.55E+12,1.675331752,24.51809266
Japan,East Asia,2018,5.915,1680,77.03342,83.93597,69.96432,4.58E+12,0.643391023,23.53736896
Japan,East Asia,2019,5.886,1644,77.9274,84.36195,71.31007,4.56E+12,-0.402169201,23.48001344
Japan,East Asia,2020,5.870800018,1597,77.08547,83.60904,71.48552,4.38E+12,-4.147118899,22.51856854
Japan,East Asia,2021,5.940499783,1607,77.80185,84.08322,71.26009,4.49E+12,2.559320239,22.11376641
Japan,East Asia,2022,6.038899899,1607,78.5432,84.51721,72.01107,4.53E+12,0.954736938,21.34794157
Japan,East Asia,2023,6.129000187,1611,78.89567,84.38101,72.99323,4.61E+12,1.679019523,22.04213938
Korea,East Asia,2015,5.984,2083,65.85446,75.91627,55.84512,1.47E+12,2.809103268,37.17628175
Korea,East Asia,2016,5.835,2068,65.92718,76.02374,56.2154,1.51E+12,2.946881715,36.66666667
Korea,East Asia,2017,5.837999821,2018,66.49532,76.34042,56.91679,1.56E+12,3.15963574,34.61738256
Korea,East Asia,2018,5.875,1993,66.74577,75.71632,57.06176,1.6E+12,2.907403774,34.10731095
Korea,East Asia,2019,5.895,1967,66.6828,75.63244,57.86589,1.64E+12,2.24397786,32.48044471
Korea,East Asia,2020,5.872399807,1908,65.41215,74.41798,56.21133,1.63E+12,-0.709415359,31.48475223
Korea,East Asia,2021,5.845499992,1910,66.41859,75.10104,57.52504,1.7E+12,4.304734819,31.06483944
Korea,East Asia,2022,5.935100079,1901,68.54603,77.01334,59.88116,1.74E+12,2.612672192,31.24208428
Korea,East Asia,2023,5.951099873,1872,69.25953,76.92008,61.40577,1.76E+12,1.356733243,29.3008641
Latvia,Central and Eastern Europe,2015,5.098,1663,68.38374,70.35126,67.21536,26344565870,3.78336529,
Latvia,Central and Eastern Europe,2016,5.56,1664,68.5192,69.10328,67.44186,27016796430,2.551685854,
Latvia,Central and Eastern Europe,2017,5.849999905,1650,70.61099,72.5284,68.95461,27935083670,3.398949378,
Latvia,Central and Eastern Europe,2018,5.933,1661,72.47915,73.06544,70.25124,29139005010,4.309710888,20.28985507
Latvia,Central and Eastern Europe,2019,5.94,1631,72.80068,74.2809,71.32413,29335802640,0.675375257,19.76366589
Latvia,Central and Eastern Europe,2020,5.949999809,1577,71.54084,73.24126,70.38556,28318076420,-3.469229153,22.70890044
Latvia,Central and Eastern Europe,2021,6.032000065,1601,69.69952,71.40206,68.05717,30285399220,6.947233162,23.95133897
Latvia,Central and Eastern Europe,2022,6.180399895,1553,71.59927,71.82629,70.22939,30834377320,1.812682402,19.55223881
Latvia,Central and Eastern Europe,2023,6.21269989,1548,71.85909,73.0304,70.54381,31360657010,1.70679525,18.41202829
Lithuania,Central and Eastern Europe,2015,5.833,1673,67.5029,68.20651,66.84197,41540954810,2.832808577,
Lithuania,Central and Eastern Europe,2016,5.813,1694,69.64642,70.32424,69.00697,42650895970,2.671920199,
Lithuania,Central and Eastern Europe,2017,5.90199995,1657,70.52365,70.70599,70.35054,44618059000,4.612243146,
Lithuania,Central and Eastern Europe,2018,5.952,1664,73.6338,74.42849,72.875,46812540140,4.918369795,11.68981482
Lithuania,Central and Eastern Europe,2019,6.149,1665,72.97028,73.23001,72.71688,49002127210,4.677351558,14.07845245
Lithuania,Central and Eastern Europe,2020,6.215499878,1595,71.52729,72.19015,70.62327,49023106990,0.042814017,9.330032493
Lithuania,Central and Eastern Europe,2021,6.255400181,1620,73.60743,72.28137,71.3722,52150789440,6.380016762,9.022086401
Lithuania,Central and Eastern Europe,2022,6.445600033,1624,73.15984,73.71487,74.45242,53474128760,2.537525009,4.402102497
Lithuania,Central and Eastern Europe,2023,6.763000011,1641,73.18578,74.35976,72.46124,53657150680,0.342262552,
Luxembourg,Western Europe,2015,6.946,1519,65.49909,71.22602,59.60256,60071584210,2.269784484,
Luxembourg,Western Europe,2016,6.871,1518,65.22476,69.71438,60.58429,63062062070,4.978190437,
Luxembourg,Western Europe,2017,6.862999916,1508,67.05451,70.06006,63.95551,63892707770,1.317187663,
Luxembourg,Western Europe,2018,6.91,1499,66.97252,70.01951,63.82404,64671765560,1.219321919,
Luxembourg,Western Europe,2019,7.09,1493,67.91789,71.9285,63.7645,66557495890,2.915847915,
Luxembourg,Western Europe,2020,7.237500191,1408,66.70488,70.97395,64.32192,65951935960,-0.909829799,
Luxembourg,Western Europe,2021,7.324399948,1467,69.6333,72.14809,66.48119,70679635850,7.168401987,
Luxembourg,Western Europe,2022,7.403999805,1459,70.12241,73.40586,67.17941,71655146210,1.380185891,
Luxembourg,Western Europe,2023,7.227900028,1462,70.74954,74.01081,66.67985,70870003850,-1.095723616,
Mexico,Latin America and Caribbean,2015,7.187,2234,60.63592,78.17484,44.62405,1.21E+12,2.702323426,16.66666667
Mexico,Latin America and Caribbean,2016,6.778,2238,61.3807,78.79728,45.49387,1.23E+12,1.772493238,16.49224806
Mexico,Latin America and Caribbean,2017,6.578000069,2238,61.07727,78.91824,44.82087,1.26E+12,1.871728533,11.11111111
Mexico,Latin America and Caribbean,2018,6.488,2238,61.67337,79.21713,45.65233,1.28E+12,1.972082102,14
Mexico,Latin America and Caribbean,2019,6.595,2228,62.35355,78.88771,47.22696,1.28E+12,-0.392690522,
Mexico,Latin America and Caribbean,2020,6.465000153,2207,51.39223,65.57486,47.97294,1.17E+12,-8.354034557,
Mexico,Latin America and Caribbean,2021,6.316800117,2216,61.11085,77.26492,44.62323,1.24E+12,6.048483443,12.5
Mexico,Latin America and Caribbean,2022,6.127600193,2226,62.58561,78.78708,47.07549,1.29E+12,3.689111093,16.66666667
Mexico,Latin America and Caribbean,2023,6.329500198,2207,63.37225,78.99977,49.70469,1.33E+12,3.199981166,15
Netherlands,Western Europe,2015,7.378,1437,75.81539,80.35137,71.25246,7.76E+11,2.120605224,
Netherlands,Western Europe,2016,7.339,1446,76.58772,80.90819,72.24838,7.95E+11,2.424285765,
Netherlands,Western Europe,2017,7.376999855,1450,77.55788,81.77857,73.31908,8.17E+11,2.781546099,
Netherlands,Western Europe,2018,7.441,1449,78.96278,82.96764,74.94371,8.35E+11,2.258740396,12.65709156
Netherlands,Western Europe,2019,7.488,1451,79.78582,83.51421,76.0315,8.54E+11,2.300091595,13.39732642
Netherlands,Western Europe,2020,7.448900223,1404,78.94103,82.45799,75.38036,8.21E+11,-3.867953393,13.33089023
Netherlands,Western Europe,2021,7.464000225,1412,79.82555,83.38116,76.22765,8.73E+11,6.276830732,13.23021085
Netherlands,Western Europe,2022,7.414899826,1415,81.84156,85.54546,78.11207,9.17E+11,5.00723459,9.779431305
Netherlands,Western Europe,2023,7.402999878,1413,82.48063,86.12862,78.8119,9.17E+11,0.074560722,6.070011001
New Zealand,North America and ANZ,2015,7.286,1753,74.16473,78.82878,68.5279,1.78E+11,3.734035773,7.92
New Zealand,North America and ANZ,2016,7.334,1754,76.32677,80.9531,70.65962,1.85E+11,3.748311452,7.769230769
New Zealand,North America and ANZ,2017,7.31400013,1756,77.52651,82.04608,72.31956,1.91E+11,3.397282504,7.150837989
New Zealand,North America and ANZ,2018,7.324,1759,76.91154,82.2438,73.7179,1.98E+11,3.49949703,7.869692533
New Zealand,North America and ANZ,2019,7.307,1783,77.28596,81.90401,73.17552,2.02E+11,2.361962178,6.508450198
New Zealand,North America and ANZ,2020,7.299600124,1739,77.69618,81.5481,72.1472,2.02E+11,-0.424906458,4.581467448
New Zealand,North America and ANZ,2021,7.276599884,1730,77.13245,82.23549,73.46585,2.11E+11,4.546247639,6.666666667
New Zealand,North America and ANZ,2022,7.199800014,1748,79.11635,82.98428,75.42613,2.17E+11,2.774842648,6.255864873
New Zealand,North America and ANZ,2023,7.122900009,1751,80.38414,84.29285,76.44292,2.18E+11,0.733302172,4.230317274
Norway,Western Europe,2015,7.522,1427,74.87398,76.32457,73.35555,3.88E+11,1.857339726,6.957773513
Norway,Western Europe,2016,7.498,1430,74.42625,75.74641,73.06265,3.93E+11,1.164724235,6.306306306
Norway,Western Europe,2017,7.537000179,1419,74.22233,75.63575,72.75381,4.02E+11,2.463746285,5.49476135
Norway,Western Europe,2018,7.594,1419,74.97336,76.91328,72.95993,4.06E+11,0.828900664,5.129369042
Norway,Western Europe,2019,7.554,1419,75.78712,77.72426,73.7828,4.1E+11,1.123777874,4.36786655
Norway,Western Europe,2020,7.487999916,1410,75.7598,76.37759,72.73631,4.05E+11,-1.278171785,4.813863928
Norway,Western Europe,2021,7.392499924,1426,74.91257,77.89406,74.00565,4.21E+11,3.908686777,4.601479047
Norway,Western Europe,2022,7.365099907,1425,77.86867,80.22931,75.29509,4.33E+11,3.005635161,4.481459449
Norway,Western Europe,2023,7.315499783,1418,77.29603,79.09236,75.66293,4.36E+11,0.479647246,4.520089286
Poland,Central and Eastern Europe,2015,5.791,1829,61.79607,67.68424,55.91222,4.8E+11,4.431767003,
Poland,Central and Eastern Europe,2016,5.835,1831,63.59327,69.63116,57.56076,4.95E+11,3.031177676,9.417880936
Poland,Central and Eastern Europe,2017,5.97300005,1812,65.49428,71.93531,59.05172,5.2E+11,5.152457733,
Poland,Central and Eastern Europe,2018,6.123,1787,66.93487,73.01576,60.8389,5.53E+11,6.245858472,11.49790995
Poland,Central and Eastern Europe,2019,6.182,1783,68.13156,74.7208,61.49437,5.78E+11,4.580458173,
Poland,Central and Eastern Europe,2020,6.186299801,1769,67.30775,74.41612,60.20282,5.66E+11,-2.035568824,8.690614137
Poland,Central and Eastern Europe,2021,6.166100025,1828,70.20072,76.57366,63.8085,6.05E+11,6.927182661,
Poland,Central and Eastern Europe,2022,6.122799873,1815,71.51856,77.5263,65.48416,6.37E+11,5.255456974,10.17097458
Poland,Central and Eastern Europe,2023,6.259699821,1803,72.20357,77.85276,66.54214,6.38E+11,0.138832755,10.85719122
Portugal,Western Europe,2015,5.102,1732,63.45048,66.43887,60.65375,1.99E+11,1.589798289,
Portugal,Western Europe,2016,5.123,1737,65.0994,67.90179,62.48026,2.03E+11,2.004141094,
